@relation docs

@attribute top_tag string
@attribute inlink string
@attribute class string


@data
"hip net/ monei frist smug html lesli drug ","cultur literatur magazin ",704310
"","realest tutori hous educ ",403010
"directori cpa sport mueller merchandis ","pool billiard ",800520
"site chlamydia inflammatori genom surpris therapi evolut diseas emerson sequenc pelvic antibiot allt com/ major squidootrad ","chlamydia medicin ",621000
"locat anywher church link papa org usa mass time vacat intern familia cathol org/ ","mass travel cathol ",704310
"direct free directori freelanc ","job freelanc translat ",805301
"result queensland noticia directori info utaza page scubadiv revista complet site index rodal reef dive inform bait australia articl scuba magazin com/ ","newspap portal scubadiv scuba dive sport revista travel magazin review ",1051780
"site realti visit offer mari kingsland ndash iri sale rai real estat charleston resourc uniqu help carolina invent organ montana south properti com/ curt ","busi ",805301
"restaur holidai okavango botswana charter medboat ultim leisur delta list travel tip row pass guid page safari busi rail premier com/ namibia ","guid restaur dine food travel databas ",1051780
"intut link org radioact guid inform nuclear materi nuke trash relat sourc rad org/ collect ","nuclear ",703200
"roller coaster mike com/ ","podcast ",1051780
"record stand pin onlin sound balu lapel antiqu mute ","music record instrument ",400000
"forth text portal intut dai unknown coverlei marjori grand book auto ","hypertext ",400000
"flor sola project telemark mold mre directori moss raquo oslo inicio tradedoubl llc affili ski market rseau portail comput com/ andra blog bergen alta ","market advertis import publicidad adsens affili ",906014
"sarcasm bhaktivedanta cours templ manor fresh serv daili com/ celebr ","iskcon ",704310
"sql ocelot dmb ","sql databas ",906014
"startseit bicsport onlin kite kiteboard sport com/ kayak surf board bic ","sport bic ",805301
"cartoon directori california art francisco museum org info resourc san zipmous citystar ","anim cartoon comic california sanfrancisco art museum travel galleri refer humor local bayarea ",400000
"site idea avant directori art statuari bloom arrang avantgarden florist farm creativ resourc time organ grow southwest nurseri beauti perfect garden flower ","garden ",403010
"palm onlin http// ","palm ",906014
"expert holidai canada ship line list travel blog main visitbritain princess cover deal packag vacat rci cruis com/ tour frontpag squidootrad msnbc ","princess vacat alaska cruis travel bitw hawaii design ",1051780
"directori stadium uk/ greyhound dog race lyco visitbritain ","london ",600020
"plant homepag page societi california cnp org nativ org/ ","plant botani california conserv nativ daili garden ",703200
"site newslett technic theme colorado sea aid health baltic project resourc southern hiv plan program revolut action com/ synergi hiv/aid ","hiv ",621000
"bugl drum regiment phantom corp org org/ ","music brass ",400000
"car cover time fly aircraft berni book magazin internet ","car flight plane airplan transport fly aircraft air ",703200
"site respons social asia feed corpor csr ","ethic sustain hongkong econom busi asia develop blog csr china ",805301
"softwar englisch price forecast materi global epicor insight corpor http// com/ corp ","erp ",906014
"littl crunch directori cours visit org assort center mai real free time homepag student style electron publish educ colleg central note site addit histori pressur april teen creat domaintool qualiti access board prepar volunt main thi digit bit inform start materi larg reliabl exam ","histori school govern homework subject econom educ note ",704310
"project torah artscrol book genesi librari publish com/ public org ","religion shop bibl jewish refer book publish judaism ",704310
"alert com/ sonic ","alarm clock sonic ",800520
"style spiga bakeri ","shop gift fashion trend girl style cloth accessori beauti blog advic ",403010
"associ american manufactur eer insul north org org/ naima ","insul ",805301
"stove antiqu ","stove applianc antiqu ",800520
"energi entri environ guardian renew pump access technolog heat ecogeek announc report eer rss feed comment geotherm ","energi sustain environ renew solar ",703200
"sew histor aka renaiss pattern tail central mediev ","shop sew costum pattern fabric ",800520
"bremer commun ","commun ",805301
"revolt nuova peterman nova directori compani catalog kill alevel math finestra market fuck blue jersei arm truli black sold ","shop histori fashion cloth travel design ",800520
"dot ","firearm gun ",1051780
"site jim gui univers brickman visit offici thi ","music piano jazz ",400000
"direct portland bunni kitti cute scooter ","vespa scooter ",800520
"person forum psycholog uncommon messag mental knowledg develop board health ","depress psycholog forum commun anxieti develop health selfhelp ",621000
"topic gretchen directori onlin subscrib marketplac read mark entertain interact ","music ",704310
"ski station associ directori camera click resort com/ alpin ","snowboard ski holidai leisur snow sport travel meteo internet ",906014
"regist list registr exhibitor ","softwar blog technolog tech network inform bitf technew refer articl busi comput hardwar import bitw magazin daili internet ",805301
"bridal shower game ","",800520
"plasma bio directori onlin ","refer electron retro comput hardwar dii ",906014
"inner cavern com/ space ","austin cave ",1051780
"site der ali parachut northeast agricultur secur univers derkeil hobbi neal ","secur program comput develop linux unix internet ",906014
"brut undercov art basement daili media cashmer tim ","music ",400000
"site mainten host pty design ","build ",805301
"virtual austin compani texan grace product uniqu texa marketplac craftsmen artist truli mall ","texa ",800520
"homepag tradingsolut page neurosolut neurodimens ","softwar tool intellig neural network ",906014
"record press literatur book august hous bui publish com/ classic ","resourc book storytel librari children publish ",805301
"andrew jame onlin librari madison technolog routledg version encyclopedia encyclopaedia search univers philosophi carrier educ com/ enciclopedia campu rep ","encyclopedia refer philosophi research scienc ",704310
"person street half net/ bioethic connelli report partner black euthanasia sundai fairwai sleep aspect philosophi crime canadian professor mccall alex irregular volum citi medic forens scotland alexand snyder controversi subject net version real verb tale perfect portugues law bookshop smith hamburg orchid interview michael club book pillar keith ","book publish blog ",400000
"solut forum depart intut data award visit europ org eid defens confer ebusi independ financ associ lobbi electron busi card leonardo interchang vnunet standard messag vinci programm iss job eema inform secur european archiv uel corpor org/ ","secur associ busi ",805301
"tour cha ","travel ",1051780
"intut natur health ","aromatherapi ",621000
"feedback astrolab islam bookstor ","islam book ",704310
"studio art henson mark sacr studi fine light ","art visionari ",800520
"phone send directori cinema starplex ","movi ",400000
"softbal british intut feder tini gran commun del basebal federacion britain ","basebal ",600020
"host vehicl gener click lead visit usa industri associ start rvusa regist com/ recreat design ","shop camp import travel ",1051780
"abb photograph dune foundat esprit noir cett grand ind pour idol http// vie fondat canada cell preserv museum cest dan org/ henri sera patrimoin org net par fond pierr sur palai cartierbresson franc voir qui cartier pari conserv fundaci guid radio public ","cool cartier photograph galeri pari portfolio art fotografia documentari french photo archiv refer inspir import artist franc photojourn photographi fotograf ",400000
"invit announc birth princess llc vallei enterpris print custom afford ","babi ",800520
"screen stockta stock technic analysi ","technic trade tool research monei invest financ stock refer chart analysi fibonacci ",805301
