@relation docs

@attribute top_tag string
@attribute inlink string
@attribute class string


@data
"directory alternative zenzibar com/ culture main ","metaphysical anthropology articles conspiracy news resource alternative counterculture politics stuff directories directory culture ",704310
"purchase visit valley lyrics furniture kid bedding llc koo grand gifts baby bear site music catalog designer kids kookoo enterprises prize review ","bedding beds shopping kids baby furniture ",800520
"training unlock page marketing sales game ari ","training entrepreneur marketing sales business ",805301
"hands astronomy ","astronomy ",703200
"aquariums reefs oceans ","fish ",800520
"site visit org research homepage journal artificial intelligence org/ ","technology journals papers research imported science journal computers free programming future library doc algorithms artificial intelligence ",906014
"region center film arts film/video york fva nonprofit media video largest ","film independent funding arts movies art filmmaking blogging documentary nyc blog video ",400000
"body glasses events party glow lights gras event ice parties dark glitter light supplies novelties christmas cubes mardi flashing source bracelets blinking sticks special necklaces glowing lighted necklace mugs ","led party glow ",800520
"cents news explosions robot cncden sky times cnc changing current den com/ zone ","games conquer rts command ",513000
"crochet blog knot mapstone prudence blue knitting com/ ","patterns clothing crafty crochet art tutorial crafts inspiration pattern knitting knit artist yarn design ",400000
"muslim rulers europe purple var empire mango visit bernard cyril byzantium intute judith herb queens rome ritts koestenbaum herrin throat medieval discovery ","photographers fashion nude portfolio art fotografia photo photography moda artists fotografie arte photographer images artist ",400000
"contents lien table analysis seeking substance abuse stock alpha opinion hepatitis central alcoholism ","hepatitis ",621000
"shop link zijn corporation online free page tow polaroid http// site index geen indien manufacturers camera niet adam manufacturer veel view com/ ","film polaroid art photography retail ",805301
"site tutto forsiden gamesstar main eyetoy sony portada toy accessory tecnologa essay del com/ mini eye ","games game fun ",513000
"archery products specialty ","archery ",805301
"snyder faith news street foundryumc org homepage dot dsnyder email dean prophets org/ ","religion news ",704310
"company ryan arthur ","stamps ",800520
"catholic adults ","catholic ",704310
"kimono selling vintage kyoto japanese obi fabric kimonos imported ","kimono fashion japan clothing clothes shopping japanese fabric ",800520
"articles technology society page primitive spt org/ ","resources preparedness education diy reference nature camping outdoors sustainability survival primitive culture ",1051780
"shop anarchy reading publishers america threat var prompts north org blog publisher bond authors american onionboys china ontological theyre connection reviews support association bookshop cafepress enjoy exit sitesvikksim market advantage pinks sponsors likes bringing success span ","books selfpublishing literature imported publishing publisher ",400000
